,x,y,z
0,0.0,0.0,0.0
1,0.9998476951563913,0.01745240643728351,0.0
2,1.999238522175487,0.05235190313978448,0.0
3,2.997868056930061,0.10468785938272832,0.0
4,3.9954321071898855,0.17444433312685362,0.0
5,4.991626805281631,0.2616000758745118,0.0
6,5.986148700649904,0.36612853914216525,0.0
7,6.978694852291227,0.48799788254731274,0.0
8,7.968962921032798,0.6271709835073782,0.0
9,8.956651261627936,0.7836054485476092,0.0
10,9.941459014640145,0.9572536262145396,0.0
11,10.923086198087809,1.1480626215910845,0.0
12,11.901233798821615,1.355974312408844,0.0
13,12.87560386360685,1.580925366752709,0.0
14,13.845899589882848,1.8228472623523768,0.0
15,14.811825416171917,2.081666307454898,0.0
16,15.773087112110236,2.357303663271897,0.0
17,16.72939186807327,2.6496753679946337,0.0
18,17.680448384368425,2.958692362369581,0.0
19,18.625966959967744,3.284260516826738,0.0
20,19.565659580753653,3.626280660152407,0.0
21,20.499240007250854,3.9846486096977074,0.0
22,21.426423861817643,4.359255203113619,0.0
23,22.346928715270085,4.749986331602893,0.0
24,23.260474172912687,5.156722974678694,0.0
25,24.166781959949336,5.579341236419394,0.0
26,25.065576006248506,6.017712383208472,0.0
27,25.956582530436876,6.471702882948018,0.0
28,26.839530123295802,6.9411744457339095,0.0
29,27.714149830435197,7.425984065980247,0.0
30,28.580175234219638,7.925984065980247,0.0
31,29.43734253492175,8.4410221408903,0.0
32,30.285390631078176,8.970941405123506,0.0
33,31.1240611990236,9.515580440138534,0.0
34,31.95309877157864,10.07477334360928,0.0
35,32.772250815867636,10.648349779960327,0.0
36,33.581267810242586,11.2361350322528,0.0
37,34.37990332028988,11.83795005540485,0.0
38,35.1679140738966,12.453611530730509,0.0
39,35.94506003535357,13.082931921780347,0.0
40,36.71110447847255,13.725719531466886,0.0
41,37.46581405869532,14.381778560457395,0.0
42,38.208958884172716,15.050909166816254,0.0
43,38.94031258579189,15.732907526878753,0.0
44,39.65965238613054,16.42756589733775,0.0
45,40.366759167317085,17.1346726785243,0.0
46,41.06141753777608,17.854012478862952,0.0
47,41.74341589783858,18.585366180482122,0.0
48,42.412546504197444,19.328511005959516,0.0
49,43.06860553318795,20.08322058618229,0.0
50,43.71139314287449,20.849265029301268,0.0
51,44.34071353392433,21.62641099075824,0.0
52,44.95637500924999,22.414421744364965,0.0
53,45.55819003240204,23.21305725441226,0.0
54,46.145975284694515,24.02207424878721,0.0
55,46.71955172104556,24.841226293076204,0.0
56,47.27874462451631,25.67026386563125,0.0
57,47.82338365953134,26.508934433576673,0.0
58,48.353302923764545,27.356982529733102,0.0
59,48.8683409986746,28.214149830435215,0.0
60,49.3683409986746,29.080175234219656,0.0
61,49.853150618920935,29.954794941359054,0.0
62,50.322622181706826,30.837742534217984,0.0
63,50.77661268144637,31.728749058406354,0.0
64,51.214983828235454,32.62754310470552,0.0
65,51.637602089976156,33.533850891742176,0.0
66,52.04433873305196,34.44739634938478,0.0
67,52.43506986154123,35.367901202837224,0.0
68,52.80967645495714,36.295085057404016,0.0
69,53.168044404502446,37.22866548390122,0.0
70,53.510064547828115,38.16835810468713,0.0
71,53.835632702285274,39.113876680286445,0.0
72,54.144649696660224,40.0649331965816,0.0
73,54.437021401382964,41.02123795254464,0.0
74,54.71265875719996,41.98249964848296,0.0
75,54.97147780230248,42.94842547477203,0.0
76,55.21339969790215,43.91872120104803,0.0
77,55.438350752246016,44.89309126583327,0.0
78,55.646262443063776,45.871238866567076,0.0
79,55.83707143844032,46.85286605001474,0.0
80,56.01071961610725,47.83767380302695,0.0
81,56.16715408114749,48.825362143622094,0.0
82,56.30632718210755,49.815630212363665,0.0
83,56.428196525512696,50.80817636400499,0.0
84,56.53272498878035,51.802698259373265,0.0
85,56.61988073152801,52.798892957465014,0.0
86,56.68963720527214,53.79645700772484,0.0
87,56.741973161515084,54.79508654247942,0.0
88,56.776872658217584,55.794477369498516,0.0
89,56.79432506465487,56.79432506465491,0.0
90,56.79432506465487,57.79432506465491,0.0
91,56.776872658217584,58.79417275981131,0.0
92,56.741973161515084,59.79356358683041,0.0
93,56.68963720527214,60.79219312158499,0.0
94,56.61988073152801,61.78975717184481,0.0
95,56.53272498878036,62.78595186993656,0.0
96,56.4281965255127,63.78047376530483,0.0
97,56.30632718210756,64.77301991694615,0.0
98,56.167154081147494,65.76328798568773,0.0
99,56.01071961610727,66.75097632628287,0.0
100,55.83707143844033,67.73578407929507,0.0
101,55.64626244306379,68.71741126274274,0.0
102,55.43835075224603,69.69555886347655,0.0
103,55.21339969790216,70.66992892826178,0.0
104,54.971477802302495,71.64022465453777,0.0
105,54.712658757199975,72.60615048082684,0.0
106,54.43702140138298,73.56741217676516,0.0
107,54.14464969666024,74.52371693272819,0.0
108,53.83563270228529,75.47477344902335,0.0
109,53.51006454782813,76.42029202462267,0.0
110,53.16804440450246,77.35998464540857,0.0
111,52.809676454957156,78.29356507190577,0.0
112,52.435069861541244,79.22074892647257,0.0
113,52.04433873305197,80.14125377992501,0.0
114,51.63760208997617,81.05479923756761,0.0
115,51.21498382823547,81.96110702460426,0.0
116,50.77661268144639,82.85990107090343,0.0
117,50.32262218170684,83.7509075950918,0.0
118,49.85315061892095,84.63385518795073,0.0
119,49.36834099867461,85.50847489509013,0.0
120,48.86834099867461,86.37450029887458,0.0
121,48.35330292376455,87.2316675995767,0.0
122,47.823383659531345,88.07971569573313,0.0
123,47.278744624516314,88.91838626367856,0.0
124,46.71955172104556,89.74742383623361,0.0
125,46.145975284694515,90.5665758805226,0.0
126,45.55819003240204,91.37559287489756,0.0
127,44.95637500924999,92.17422838494485,0.0
128,44.34071353392433,92.96223913855158,0.0
129,43.71139314287449,93.73938510000856,0.0
130,43.06860553318795,94.50542954312755,0.0
131,42.41254650419744,95.26013912335033,0.0
132,41.743415897838574,96.00328394882773,0.0
133,41.06141753777607,96.7346376504469,0.0
134,40.36675916731707,97.45397745078556,0.0
135,39.65965238613052,98.16108423197211,0.0
136,38.940312585791865,98.8557426024311,0.0
137,38.208958884172695,99.53774096249361,0.0
138,37.4658140586953,100.20687156885248,0.0
139,36.71110447847253,100.86293059784299,0.0
140,35.94506003535355,101.50571820752953,0.0
141,35.167914073896576,102.13503859857937,0.0
142,34.37990332028985,102.75070007390504,0.0
143,33.58126781024255,103.3525150970571,0.0
144,32.7722508158676,103.94030034934957,0.0
145,31.953098771578606,104.51387678570062,0.0
146,31.12406119902356,105.07306968917136,0.0
147,30.285390631078133,105.61770872418639,0.0
148,29.437342534921704,106.1476279884196,0.0
149,28.58017523421959,106.66266606332965,0.0
150,27.714149830435147,107.16266606332965,0.0
151,26.83953012329575,107.64747568357599,0.0
152,25.95658253043682,108.11694724636189,0.0
153,25.06557600624845,108.57093774610144,0.0
154,24.16678195994928,109.00930889289052,0.0
155,23.260474172912627,109.43192715463121,0.0
156,22.34692871527002,109.83866379770701,0.0
157,21.426423861817575,110.22939492619629,0.0
158,20.499240007250783,110.60400151961221,0.0
159,19.56565958075358,110.96236946915751,0.0
160,18.625966959967666,111.30438961248318,0.0
161,17.680448384368344,111.62995776694034,0.0
162,16.729391868073186,111.93897476131528,0.0
163,15.773087112110147,112.23134646603802,0.0
164,14.811825416171825,112.50698382185502,0.0
165,13.845899589882752,112.76580286695754,0.0
166,12.87560386360675,113.00772476255722,0.0
167,11.90123379882151,113.23267581690108,0.0
168,10.923086198087699,113.44058750771885,0.0
169,9.94145901464003,113.63139650309539,0.0
170,8.956651261627817,113.80504468076232,0.0
171,7.9689629210326745,113.96147914580256,0.0
172,6.978694852291099,114.10065224676262,0.0
173,5.986148700649772,114.22252159016777,0.0
174,4.991626805281493,114.32705005343543,0.0
175,3.9954321071897425,114.41420579618308,0.0
176,2.9978680569299128,114.4839622699272,0.0
177,1.9992385221753337,114.53629822617015,0.0
178,0.9998476951562327,114.57119772287265,0.0
179,-1.637578961322106e-13,114.58865012930994,0.0
180,-1.0000000000001692,114.58865012930994,0.0
181,-1.9998476951565658,114.57119772287265,0.0
182,-2.9992385221756668,114.53629822617016,0.0
183,-3.997868056930246,114.48396226992722,0.0
184,-4.995432107190076,114.4142057961831,0.0
185,-5.991626805281826,114.32705005343544,0.0
186,-6.986148700650105,114.22252159016779,0.0
187,-7.978694852291433,114.10065224676264,0.0
188,-8.96896292103301,113.96147914580257,0.0
189,-9.956651261628153,113.80504468076234,0.0
190,-10.941459014640367,113.6313965030954,0.0
191,-11.923086198088036,113.44058750771886,0.0
192,-12.901233798821847,113.2326758169011,0.0
193,-13.875603863607088,113.00772476255723,0.0
194,-14.845899589883091,112.76580286695756,0.0
195,-15.811825416172166,112.50698382185503,0.0
196,-16.773087112110492,112.23134646603803,0.0
197,-17.729391868073535,111.9389747613153,0.0
198,-18.680448384368695,111.62995776694035,0.0
199,-19.625966959968018,111.30438961248319,0.0
200,-20.56565958075393,110.96236946915752,0.0
201,-21.49924000725114,110.60400151961223,0.0
202,-22.42642386181793,110.2293949261963,0.0
203,-23.346928715270376,109.83866379770703,0.0
204,-24.260474172912982,109.43192715463123,0.0
205,-25.16678195994964,109.00930889289053,0.0
206,-26.06557600624881,108.57093774610145,0.0
207,-26.956582530437185,108.1169472463619,0.0
208,-27.839530123296118,107.647475683576,0.0
209,-28.71414983043552,107.16266606332967,0.0
210,-29.580175234219965,106.66266606332967,0.0
211,-30.437342534922085,106.14762798841961,0.0
212,-31.285390631078517,105.6177087241864,0.0
213,-32.12406119902395,105.07306968917138,0.0
214,-32.95309877157899,104.51387678570063,0.0
215,-33.77225081586799,103.94030034934958,0.0
216,-34.58126781024294,103.35251509705711,0.0
217,-35.37990332029024,102.75070007390505,0.0
218,-36.167914073896966,102.13503859857938,0.0
219,-36.94506003535394,101.50571820752954,0.0
220,-37.711104478472926,100.862930597843,0.0
221,-38.465814058695706,100.20687156885249,0.0
222,-39.20895888417311,99.53774096249363,0.0
223,-39.940312585792284,98.85574260243112,0.0
224,-40.659652386130944,98.16108423197213,0.0
225,-41.3667591673175,97.45397745078557,0.0
226,-42.0614175377765,96.73463765044691,0.0
227,-42.743415897839,96.00328394882774,0.0
228,-43.41254650419786,95.26013912335034,0.0
229,-44.068605533188375,94.50542954312756,0.0
230,-44.71139314287492,93.73938510000858,0.0
231,-45.34071353392476,92.9622391385516,0.0
232,-45.95637500925043,92.17422838494487,0.0
233,-46.55819003240248,91.37559287489756,0.0
234,-47.145975284694956,90.5665758805226,0.0
235,-47.719551721046,89.74742383623361,0.0
236,-48.278744624516754,88.91838626367856,0.0
237,-48.823383659531785,88.07971569573313,0.0
238,-49.35330292376499,87.2316675995767,0.0
239,-49.86834099867505,86.37450029887458,0.0
240,-50.36834099867506,85.50847489509013,0.0
241,-50.8531506189214,84.63385518795073,0.0
242,-51.32262218170729,83.7509075950918,0.0
243,-51.77661268144684,82.85990107090343,0.0
244,-52.21498382823592,81.96110702460426,0.0
245,-52.637602089976625,81.05479923756761,0.0
246,-53.04433873305243,80.141253779925,0.0
247,-53.435069861541706,79.22074892647255,0.0
248,-53.80967645495762,78.29356507190576,0.0
249,-54.16804440450292,77.35998464540855,0.0
250,-54.51006454782859,76.42029202462263,0.0
251,-54.83563270228575,75.4747734490233,0.0
252,-55.1446496966607,74.52371693272815,0.0
253,-55.43702140138344,73.5674121767651,0.0
254,-55.712658757200444,72.60615048082678,0.0
255,-55.971477802302964,71.6402246545377,0.0
256,-56.21339969790263,70.6699289282617,0.0
257,-56.4383507522465,69.69555886347645,0.0
258,-56.64626244306426,68.71741126274263,0.0
259,-56.83707143844081,67.73578407929496,0.0
260,-57.01071961610774,66.75097632628274,0.0
261,-57.16715408114798,65.7632879856876,0.0
262,-57.30632718210804,64.77301991694603,0.0
263,-57.428196525513194,63.7804737653047,0.0
264,-57.53272498878085,62.78595186993642,0.0
265,-57.61988073152851,61.78975717184466,0.0
266,-57.68963720527264,60.79219312158483,0.0
267,-57.74197316151558,59.793563586830246,0.0
268,-57.77687265821808,58.79417275981114,0.0
269,-57.79432506465537,57.79432506465474,0.0
270,-57.79432506465537,56.794325064654736,0.0
271,-57.77687265821808,55.79447736949834,0.0
272,-57.74197316151558,54.79508654247923,0.0
273,-57.68963720527264,53.79645700772465,0.0
274,-57.61988073152851,52.798892957464815,0.0
275,-57.53272498878085,51.80269825937306,0.0
276,-57.428196525513194,50.80817636400478,0.0
277,-57.30632718210805,49.81563021236345,0.0
278,-57.167154081147984,48.825362143621874,0.0
279,-57.01071961610775,47.837673803026725,0.0
280,-56.837071438440816,46.852866050014505,0.0
281,-56.64626244306427,45.871238866566834,0.0
282,-56.438350752246514,44.89309126583302,0.0
283,-56.213399697902645,43.91872120104778,0.0
284,-55.97147780230298,42.948425474771774,0.0
285,-55.71265875720046,41.9824996484827,0.0
286,-55.437021401383454,41.021237952544375,0.0
287,-55.144649696660714,40.06493319658133,0.0
288,-54.835632702285764,39.11387668028617,0.0
289,-54.510064547828605,38.168358104686845,0.0
290,-54.168044404502936,37.228665483900926,0.0
291,-53.80967645495763,36.29508505740372,0.0
292,-53.43506986154172,35.36790120283692,0.0
293,-53.04433873305244,34.44739634938447,0.0
294,-52.63760208997664,33.533850891741864,0.0
295,-52.21498382823594,32.627543104705204,0.0
296,-51.776612681446856,31.728749058406027,0.0
297,-51.3226221817073,30.83774253421765,0.0
298,-50.85315061892141,29.954794941358713,0.0
299,-50.36834099867507,29.08017523421931,0.0
300,-49.868340998675066,28.214149830434863,0.0
301,-49.35330292376501,27.356982529732743,0.0
302,-48.8233836595318,26.50893443357631,0.0
303,-48.27874462451677,25.67026386563088,0.0
304,-47.71955172104602,24.84122629307583,0.0
305,-47.14597528469496,24.022074248786833,0.0
306,-46.558190032402486,23.21305725441188,0.0
307,-45.95637500925043,22.414421744364578,0.0
308,-45.34071353392476,21.626410990757847,0.0
309,-44.71139314287492,20.84926502930087,0.0
310,-44.068605533188375,20.083220586181884,0.0
311,-43.41254650419786,19.328511005959104,0.0
312,-42.743415897839,18.585366180481703,0.0
313,-42.06141753777649,17.854012478862526,0.0
314,-41.36675916731749,17.134672678523867,0.0
315,-40.65965238613094,16.427565897337313,0.0
316,-39.94031258579228,15.732907526878309,0.0
317,-39.2089588841731,15.050909166815803,0.0
318,-38.4658140586957,14.381778560456938,0.0
319,-37.71110447847292,13.725719531466424,0.0
320,-36.94506003535393,13.082931921779878,0.0
321,-36.16791407389695,12.453611530730033,0.0
322,-35.379903320290225,11.837950055404368,0.0
323,-34.58126781024293,11.236135032252314,0.0
324,-33.77225081586797,10.648349779959835,0.0
325,-32.95309877157897,10.074773343608783,0.0
326,-32.12406119902392,9.515580440138029,0.0
327,-31.28539063107849,8.970941405122996,0.0
328,-30.437342534922056,8.441022140889785,0.0
329,-29.580175234219936,7.925984065979725,0.0
330,-28.71414983043549,7.42598406597972,0.0
331,-27.839530123296083,6.9411744457333775,0.0
332,-26.956582530437146,6.471702882947481,0.0
333,-26.06557600624877,6.017712383207929,0.0
334,-25.166781959949592,5.579341236418847,0.0
335,-24.260474172912932,5.156722974678142,0.0
336,-23.346928715270323,4.749986331602337,0.0
337,-22.426423861817874,4.359255203113059,0.0
338,-21.49924000725108,3.9846486096971425,0.0
339,-20.565659580753866,3.626280660151838,0.0
340,-19.62596695996795,3.284260516826165,0.0
341,-18.680448384368624,2.9586923623690042,0.0
342,-17.72939186807346,2.649675367994053,0.0
343,-16.773087112110414,2.3573036632713125,0.0
344,-15.811825416172086,2.08166630745431,0.0
345,-14.845899589883008,1.8228472623517857,0.0
346,-13.875603863607001,1.5809253667521148,0.0
347,-12.901233798821755,1.3559743124082468,0.0
348,-11.923086198087939,1.1480626215904846,0.0
349,-10.941459014640264,0.9572536262139371,0.0
350,-9.956651261628046,0.7836054485470042,0.0
351,-8.968962921032897,0.627170983506771,0.0
352,-7.978694852291317,0.4879978825467034,0.0
353,-6.986148700649984,0.36612853914155397,0.0
354,-5.9916268052817,0.26160007587389866,0.0
355,-4.995432107189944,0.17444433312623886,0.0
356,-3.997868056930109,0.10468785938211211,0.0
357,-2.9992385221755247,0.052351903139167016,0.0
358,-1.9998476951564184,0.017452406436664958,0.0
359,-1.0000000000000164,-6.19459344930462e-13,0.0
360,-5.773159728050814e-15,-6.201814439077027e-13,0.0
